ticker,report_type,filing_date,filename,filing_id,Label_T5,Label_T10,Label_T20
ACN,10-K,2022-10-12,ACN_10-K_0001467373-22-000295.txt,0001467373-22-000295,1.0,1.0,1.0
ACN,10-Q,2022-12-16,ACN_10-Q_0001467373-22-000370.txt,0001467373-22-000370,0.0,0.0,1.0
ACN,10-Q,2023-03-23,ACN_10-Q_0001467373-23-000124.txt,0001467373-23-000124,1.0,1.0,0.0
ACN,10-Q,2023-06-22,ACN_10-Q_0001467373-23-000221.txt,0001467373-23-000221,0.0,0.0,1.0
ACN,10-K,2023-10-12,ACN_10-K_0001467373-23-000324.txt,0001467373-23-000324,0.0,-1.0,1.0
ACN,10-Q,2023-12-19,ACN_10-Q_0001467373-23-000403.txt,0001467373-23-000403,1.0,-1.0,1.0
ACN,10-Q,2024-03-21,ACN_10-Q_0001467373-24-000108.txt,0001467373-24-000108,0.0,-1.0,-1.0
ACN,10-Q,2024-06-20,ACN_10-Q_0001467373-24-000196.txt,0001467373-24-000196,0.0,-1.0,1.0
ACN,10-K,2024-10-10,ACN_10-K_0001467373-24-000278.txt,0001467373-24-000278,1.0,0.0,0.0
ACN,10-Q,2024-12-19,ACN_10-Q_0001467373-24-000352.txt,0001467373-24-000352,-1.0,-1.0,-1.0
ACN,10-Q,2025-03-20,ACN_10-Q_0001467373-25-000100.txt,0001467373-25-000100,1.0,0.0,-1.0
ACN,10-Q,2025-06-20,ACN_10-Q_0001467373-25-000169.txt,0001467373-25-000169,1.0,1.0,0.0
ACN,10-K,2025-10-10,ACN_10-K_0001467373-25-000217.txt,0001467373-25-000217,0.0,1.0,1.0
AAPL,10-Q,2016-01-27,AAPL_10-Q_0001193125-16-439878.txt,0001193125-16-439878,1.0,0.0,1.0
AAPL,10-Q,2016-04-27,AAPL_10-Q_0001193125-16-559625.txt,0001193125-16-559625,-1.0,-1.0,1.0
AAPL,10-Q,2016-07-27,AAPL_10-Q_0001628280-16-017809.txt,0001628280-16-017809,1.0,1.0,1.0
AAPL,10-K,2016-10-26,AAPL_10-K_0001628280-16-020309.txt,0001628280-16-020309,-1.0,-1.0,-1.0
AAPL,10-Q,2017-02-01,AAPL_10-Q_0001628280-17-000717.txt,0001628280-17-000717,1.0,1.0,1.0
AAPL,10-Q,2017-05-03,AAPL_10-Q_0001628280-17-004790.txt,0001628280-17-004790,1.0,1.0,1.0
AAPL,10-Q,2017-08-02,AAPL_10-Q_0000320193-17-000009.txt,0000320193-17-000009,1.0,1.0,1.0
AAPL,10-K,2017-11-03,AAPL_10-K_0000320193-17-000070.txt,0000320193-17-000070,1.0,0.0,0.0
AAPL,10-Q,2018-02-02,AAPL_10-Q_0000320193-18-000007.txt,0000320193-18-000007,-1.0,1.0,1.0
AAPL,10-Q,2018-05-02,AAPL_10-Q_0000320193-18-000070.txt,0000320193-18-000070,1.0,1.0,1.0
AAPL,10-Q,2018-08-01,AAPL_10-Q_0000320193-18-000100.txt,0000320193-18-000100,1.0,1.0,1.0
AAPL,10-K,2018-11-05,AAPL_10-K_0000320193-18-000145.txt,0000320193-18-000145,-1.0,-1.0,-1.0
AAPL,10-Q,2019-01-30,AAPL_10-Q_0000320193-19-000010.txt,0000320193-19-000010,1.0,1.0,1.0
AAPL,10-Q,2019-05-01,AAPL_10-Q_0000320193-19-000066.txt,0000320193-19-000066,-1.0,-1.0,-1.0
AAPL,10-Q,2019-07-31,AAPL_10-Q_0000320193-19-000076.txt,0000320193-19-000076,-1.0,-1.0,-1.0
AAPL,10-K,2019-10-31,AAPL_10-K_0000320193-19-000119.txt,0000320193-19-000119,1.0,1.0,1.0
AAPL,10-Q,2020-01-29,AAPL_10-Q_0000320193-20-000010.txt,0000320193-20-000010,0.0,0.0,-1.0
AAPL,10-Q,2020-05-01,AAPL_10-Q_0000320193-20-000052.txt,0000320193-20-000052,1.0,1.0,1.0
AAPL,10-Q,2020-07-31,AAPL_10-Q_0000320193-20-000062.txt,0000320193-20-000062,1.0,1.0,1.0
AAPL,10-K,2020-10-30,AAPL_10-K_0000320193-20-000096.txt,0000320193-20-000096,1.0,1.0,1.0
AAPL,10-Q,2021-01-28,AAPL_10-Q_0000320193-21-000010.txt,0000320193-21-000010,0.0,0.0,-1.0
AAPL,10-Q,2021-04-29,AAPL_10-Q_0000320193-21-000056.txt,0000320193-21-000056,-1.0,-1.0,-1.0
AAPL,10-Q,2021-07-28,AAPL_10-Q_0000320193-21-000065.txt,0000320193-21-000065,0.0,0.0,1.0
AAPL,10-K,2021-10-29,AAPL_10-K_0000320193-21-000105.txt,0000320193-21-000105,0.0,0.0,1.0
AAPL,10-Q,2022-01-28,AAPL_10-Q_0000320193-22-000007.txt,0000320193-22-000007,0.0,0.0,-1.0
AAPL,10-Q,2022-04-29,AAPL_10-Q_0000320193-22-000059.txt,0000320193-22-000059,0.0,-1.0,-1.0
AAPL,10-Q,2022-07-29,AAPL_10-Q_0000320193-22-000070.txt,0000320193-22-000070,1.0,1.0,0.0
AAPL,10-K,2022-10-28,AAPL_10-K_0000320193-22-000108.txt,0000320193-22-000108,-1.0,-1.0,-1.0
AAPL,10-Q,2023-02-03,AAPL_10-Q_0000320193-23-000006.txt,0000320193-23-000006,-1.0,0.0,0.0
AAPL,10-Q,2023-05-05,AAPL_10-Q_0000320193-23-000064.txt,0000320193-23-000064,0.0,0.0,1.0
AAPL,10-Q,2023-08-04,AAPL_10-Q_0000320193-23-000077.txt,0000320193-23-000077,-1.0,-1.0,1.0
AAPL,10-K,2023-11-03,AAPL_10-K_0000320193-23-000106.txt,0000320193-23-000106,1.0,1.0,1.0
AAPL,10-Q,2024-02-02,AAPL_10-Q_0000320193-24-000006.txt,0000320193-24-000006,1.0,-1.0,-1.0
AAPL,10-Q,2024-05-03,AAPL_10-Q_0000320193-24-000069.txt,0000320193-24-000069,0.0,1.0,1.0
AAPL,10-Q,2024-08-02,AAPL_10-Q_0000320193-24-000081.txt,0000320193-24-000081,-1.0,1.0,1.0
AAPL,10-K,2024-11-01,AAPL_10-K_0000320193-24-000123.txt,0000320193-24-000123,1.0,0.0,1.0
AAPL,10-Q,2025-01-31,AAPL_10-Q_0000320193-25-000008.txt,0000320193-25-000008,-1.0,1.0,0.0
AAPL,10-Q,2025-05-02,AAPL_10-Q_0000320193-25-000057.txt,0000320193-25-000057,0.0,0.0,0.0
AAPL,10-Q,2025-08-01,AAPL_10-Q_0000320193-25-000073.txt,0000320193-25-000073,1.0,1.0,1.0
AAPL,10-K,2025-10-31,AAPL_10-K_0000320193-25-000079.txt,0000320193-25-000079,0.0,0.0,1.0
V,10-Q,2016-01-28,V_10-Q_0001403161-16-000015.txt,0001403161-16-000015,1.0,0.0,1.0
V,10-Q,2016-04-25,V_10-Q_0001403161-16-000022.txt,0001403161-16-000022,0.0,0.0,0.0
V,10-Q,2016-07-25,V_10-Q_0001403161-16-000039.txt,0001403161-16-000039,0.0,0.0,1.0
V,10-K,2016-11-15,V_10-K_0001403161-16-000058.txt,0001403161-16-000058,1.0,0.0,0.0
V,10-Q,2017-02-02,V_10-Q_0001403161-17-000011.txt,0001403161-17-000011,1.0,1.0,1.0
V,10-Q,2017-04-21,V_10-Q_0001403161-17-000028.txt,0001403161-17-000028,0.0,1.0,1.0
V,10-Q,2017-07-20,V_10-Q_0001403161-17-000037.txt,0001403161-17-000037,1.0,1.0,1.0
V,10-K,2017-11-17,V_10-K_0001403161-17-000044.txt,0001403161-17-000044,1.0,-1.0,1.0
V,10-Q,2018-02-01,V_10-Q_0001403161-18-000009.txt,0001403161-18-000009,-1.0,-1.0,-1.0
V,10-Q,2018-04-27,V_10-Q_0001403161-18-000020.txt,0001403161-18-000020,1.0,1.0,1.0
V,10-Q,2018-07-27,V_10-Q_0001403161-18-000034.txt,0001403161-18-000034,0.0,0.0,1.0
V,10-K,2018-11-16,V_10-K_0001403161-18-000055.txt,0001403161-18-000055,-1.0,1.0,-1.0
V,10-Q,2019-01-31,V_10-Q_0001403161-19-000005.txt,0001403161-19-000005,1.0,1.0,1.0
V,10-Q,2019-04-26,V_10-Q_0001403161-19-000017.txt,0001403161-19-000017,-1.0,-1.0,0.0
V,10-Q,2019-07-26,V_10-Q_0001403161-19-000030.txt,0001403161-19-000030,-1.0,-1.0,-1.0
V,10-K,2019-11-14,V_10-K_0001403161-19-000050.txt,0001403161-19-000050,0.0,1.0,1.0
V,10-Q,2020-01-31,V_10-Q_0001403161-20-000012.txt,0001403161-20-000012,1.0,1.0,-1.0
V,10-Q,2020-05-04,V_10-Q_0001403161-20-000028.txt,0001403161-20-000028,1.0,1.0,1.0
V,10-Q,2020-07-31,V_10-Q_0001403161-20-000048.txt,0001403161-20-000048,1.0,1.0,1.0
V,10-K,2020-11-19,V_10-K_0001403161-20-000070.txt,0001403161-20-000070,0.0,0.0,0.0
V,10-Q,2021-01-29,V_10-Q_0001403161-21-000012.txt,0001403161-21-000012,1.0,1.0,1.0
V,10-Q,2021-04-29,V_10-Q_0001403161-21-000029.txt,0001403161-21-000029,-1.0,-1.0,-1.0
V,10-Q,2021-07-29,V_10-Q_0001403161-21-000042.txt,0001403161-21-000042,-1.0,-1.0,-1.0
V,10-K,2021-11-18,V_10-K_0001403161-21-000060.txt,0001403161-21-000060,-1.0,-1.0,1.0
V,10-Q,2022-01-28,V_10-Q_0001403161-22-000013.txt,0001403161-22-000013,0.0,0.0,-1.0
V,10-Q,2022-04-28,V_10-Q_0001403161-22-000027.txt,0001403161-22-000027,-1.0,-1.0,-1.0
V,10-Q,2022-07-28,V_10-Q_0001403161-22-000058.txt,0001403161-22-000058,0.0,0.0,0.0
V,10-K,2022-11-16,V_10-K_0001403161-22-000081.txt,0001403161-22-000081,0.0,1.0,0.0
V,10-Q,2023-01-27,V_10-Q_0001403161-23-000013.txt,0001403161-23-000013,0.0,-1.0,-1.0
V,10-Q,2023-04-27,V_10-Q_0001403161-23-000031.txt,0001403161-23-000031,-1.0,1.0,-1.0
V,10-Q,2023-07-26,V_10-Q_0001403161-23-000072.txt,0001403161-23-000072,0.0,1.0,1.0
V,10-K,2023-11-15,V_10-K_0001403161-23-000099.txt,0001403161-23-000099,1.0,1.0,1.0
V,10-Q,2024-01-26,V_10-Q_0001403161-24-000016.txt,0001403161-24-000016,1.0,1.0,1.0
V,10-Q,2024-04-24,V_10-Q_0001403161-24-000030.txt,0001403161-24-000030,-1.0,1.0,0.0
V,10-Q,2024-07-24,V_10-Q_0001403161-24-000041.txt,0001403161-24-000041,1.0,0.0,1.0
V,10-Q,2025-01-31,V_10-Q_0001403161-25-000017.txt,0001403161-25-000017,1.0,1.0,1.0
V,10-Q,2025-07-30,V_10-Q_0001403161-25-000052.txt,0001403161-25-000052,-1.0,-1.0,0.0
V,10-K,2025-11-06,V_10-K_0001403161-25-000089.txt,0001403161-25-000089,0.0,-1.0,-1.0
PEP,10-K,2016-02-11,PEP_10-K_0000077476-16-000066.txt,0000077476-16-000066,1.0,1.0,1.0
PEP,10-Q,2016-04-18,PEP_10-Q_0000077476-16-000074.txt,0000077476-16-000074,-1.0,0.0,0.0
PEP,10-Q,2016-07-07,PEP_10-Q_0000077476-16-000094.txt,0000077476-16-000094,1.0,1.0,0.0
PEP,10-Q,2016-09-29,PEP_10-Q_0000077476-16-000107.txt,0000077476-16-000107,-1.0,-1.0,-1.0
PEP,10-K,2017-02-15,PEP_10-K_0000077476-17-000010.txt,0000077476-17-000010,1.0,1.0,1.0
PEP,10-Q,2017-04-26,PEP_10-Q_0000077476-17-000017.txt,0000077476-17-000017,-1.0,0.0,1.0
PEP,10-Q,2017-07-11,PEP_10-Q_0000077476-17-000033.txt,0000077476-17-000033,1.0,1.0,1.0
PEP,10-Q,2017-10-04,PEP_10-Q_0000077476-17-000048.txt,0000077476-17-000048,1.0,1.0,1.0
PEP,10-K,2018-02-13,PEP_10-K_0000077476-18-000012.txt,0000077476-18-000012,-1.0,-1.0,0.0
PEP,10-Q,2018-04-26,PEP_10-Q_0000077476-18-000032.txt,0000077476-18-000032,-1.0,-1.0,-1.0
PEP,10-Q,2018-07-10,PEP_10-Q_0000077476-18-000055.txt,0000077476-18-000055,1.0,1.0,0.0
PEP,10-Q,2018-10-02,PEP_10-Q_0000077476-18-000076.txt,0000077476-18-000076,0.0,-1.0,1.0
PEP,10-K,2019-02-15,PEP_10-K_0000077476-19-000017.txt,0000077476-19-000017,0.0,1.0,1.0
PEP,10-Q,2019-04-17,PEP_10-Q_0000077476-19-000038.txt,0000077476-19-000038,0.0,0.0,1.0
PEP,10-Q,2019-07-09,PEP_10-Q_0000077476-19-000070.txt,0000077476-19-000070,1.0,-1.0,-1.0
PEP,10-Q,2019-10-03,PEP_10-Q_0000077476-19-000093.txt,0000077476-19-000093,0.0,0.0,0.0
PEP,10-K,2020-02-13,PEP_10-K_0000077476-20-000015.txt,0000077476-20-000015,0.0,-1.0,-1.0
PEP,10-Q,2020-04-28,PEP_10-Q_0000077476-20-000041.txt,0000077476-20-000041,-1.0,0.0,-1.0
PEP,10-Q,2020-07-13,PEP_10-Q_0000077476-20-000060.txt,0000077476-20-000060,-1.0,1.0,0.0
PEP,10-K,2021-02-11,PEP_10-K_0000077476-21-000007.txt,0000077476-21-000007,-1.0,-1.0,0.0
PEP,10-Q,2021-04-15,PEP_10-Q_0000077476-21-000018.txt,0000077476-21-000018,1.0,1.0,1.0
PEP,10-Q,2021-07-13,PEP_10-Q_0000077476-21-000039.txt,0000077476-21-000039,1.0,1.0,1.0
PEP,10-Q,2021-10-05,PEP_10-Q_0000077476-21-000050.txt,0000077476-21-000050,1.0,1.0,1.0
PEP,10-K,2022-02-10,PEP_10-K_0000077476-22-000010.txt,0000077476-22-000010,0.0,0.0,-1.0
PEP,10-Q,2022-04-26,PEP_10-Q_0000077476-22-000020.txt,0000077476-22-000020,-1.0,-1.0,-1.0
PEP,10-Q,2022-07-12,PEP_10-Q_0000077476-22-000043.txt,0000077476-22-000043,0.0,1.0,1.0
PEP,10-Q,2022-10-12,PEP_10-Q_0000077476-22-000052.txt,0000077476-22-000052,1.0,1.0,1.0
PEP,10-K,2023-02-09,PEP_10-K_0000077476-23-000007.txt,0000077476-23-000007,1.0,1.0,0.0
PEP,10-Q,2023-04-25,PEP_10-Q_0000077476-23-000023.txt,0000077476-23-000023,1.0,1.0,-1.0
PEP,10-Q,2023-07-13,PEP_10-Q_0000077476-23-000046.txt,0000077476-23-000046,0.0,0.0,-1.0
PEP,10-Q,2023-10-10,PEP_10-Q_0000077476-23-000058.txt,0000077476-23-000058,-1.0,0.0,1.0
PEP,10-K,2024-02-09,PEP_10-K_0000077476-24-000008.txt,0000077476-24-000008,0.0,0.0,0.0
PEP,10-Q,2024-04-23,PEP_10-Q_0000077476-24-000017.txt,0000077476-24-000017,1.0,1.0,1.0
PEP,10-Q,2024-07-11,PEP_10-Q_0000077476-24-000042.txt,0000077476-24-000042,1.0,1.0,1.0
PEP,10-Q,2024-10-08,PEP_10-Q_0000077476-24-000052.txt,0000077476-24-000052,1.0,1.0,-1.0
PEP,10-K,2025-02-04,PEP_10-K_0000077476-25-000007.txt,0000077476-25-000007,0.0,0.0,1.0
PEP,10-Q,2025-04-24,PEP_10-Q_0000077476-25-000019.txt,0000077476-25-000019,0.0,-1.0,-1.0
PEP,10-Q,2025-07-17,PEP_10-Q_0000077476-25-000044.txt,0000077476-25-000044,0.0,-1.0,1.0
PEP,10-Q,2025-10-09,PEP_10-Q_0000077476-25-000053.txt,0000077476-25-000053,1.0,1.0,-1.0
DHR,10-K,2016-02-24,DHR_10-K_0000313616-16-000145.txt,0000313616-16-000145,1.0,1.0,1.0
DHR,10-Q,2016-07-25,DHR_10-Q_0000313616-16-000206.txt,0000313616-16-000206,0.0,0.0,0.0
DHR,10-Q,2016-10-20,DHR_10-Q_0000313616-16-000220.txt,0000313616-16-000220,-1.0,-1.0,0.0
DHR,10-K,2017-02-22,DHR_10-K_0000313616-17-000066.txt,0000313616-17-000066,1.0,1.0,1.0
DHR,10-Q,2017-04-20,DHR_10-Q_0000313616-17-000124.txt,0000313616-17-000124,0.0,1.0,-1.0
DHR,10-Q,2017-07-20,DHR_10-Q_0000313616-17-000203.txt,0000313616-17-000203,-1.0,-1.0,-1.0
DHR,10-Q,2017-10-19,DHR_10-Q_0000313616-17-000218.txt,0000313616-17-000218,1.0,1.0,1.0
DHR,10-K,2018-02-21,DHR_10-K_0000313616-18-000038.txt,0000313616-18-000038,0.0,1.0,1.0
DHR,10-Q,2018-04-19,DHR_10-Q_0000313616-18-000065.txt,0000313616-18-000065,0.0,-1.0,0.0
DHR,10-Q,2018-07-19,DHR_10-Q_0000313616-18-000116.txt,0000313616-18-000116,0.0,-1.0,-1.0
DHR,10-Q,2018-10-18,DHR_10-Q_0000313616-18-000130.txt,0000313616-18-000130,-1.0,0.0,0.0
DHR,10-Q,2019-04-18,DHR_10-Q_0000313616-19-000068.txt,0000313616-19-000068,1.0,1.0,1.0
DHR,10-Q,2019-07-18,DHR_10-Q_0000313616-19-000127.txt,0000313616-19-000127,0.0,-1.0,-1.0
DHR,10-Q,2019-10-24,DHR_10-Q_0000313616-19-000148.txt,0000313616-19-000148,0.0,0.0,1.0
DHR,10-K,2020-02-21,DHR_10-K_0000313616-20-000041.txt,0000313616-20-000041,-1.0,-1.0,-1.0
DHR,10-Q,2020-05-06,DHR_10-Q_0000313616-20-000093.txt,0000313616-20-000093,-1.0,-1.0,1.0
DHR,10-Q,2020-07-23,DHR_10-Q_0000313616-20-000120.txt,0000313616-20-000120,1.0,1.0,1.0
DHR,10-Q,2020-10-22,DHR_10-Q_0000313616-20-000142.txt,0000313616-20-000142,-1.0,1.0,-1.0
DHR,10-K,2021-02-25,DHR_10-K_0000313616-21-000045.txt,0000313616-21-000045,-1.0,0.0,0.0
DHR,10-Q,2021-04-22,DHR_10-Q_0000313616-21-000059.txt,0000313616-21-000059,0.0,1.0,0.0
DHR,10-Q,2021-07-22,DHR_10-Q_0000313616-21-000098.txt,0000313616-21-000098,1.0,1.0,1.0
DHR,10-Q,2021-10-21,DHR_10-Q_0000313616-21-000110.txt,0000313616-21-000110,-1.0,-1.0,0.0
DHR,10-Q,2022-04-21,DHR_10-Q_0000313616-22-000107.txt,0000313616-22-000107,-1.0,-1.0,-1.0
DHR,10-Q,2022-07-21,DHR_10-Q_0000313616-22-000171.txt,0000313616-22-000171,1.0,1.0,1.0
DHR,10-Q,2022-10-20,DHR_10-Q_0000313616-22-000223.txt,0000313616-22-000223,0.0,0.0,1.0
DHR,10-K,2023-02-22,DHR_10-K_0000313616-23-000087.txt,0000313616-23-000087,-1.0,0.0,-1.0
DHR,10-Q,2023-04-25,DHR_10-Q_0000313616-23-000125.txt,0000313616-23-000125,1.0,0.0,0.0
DHR,10-Q,2023-07-25,DHR_10-Q_0000313616-23-000214.txt,0000313616-23-000214,0.0,0.0,-1.0
DHR,10-Q,2023-10-24,DHR_10-Q_0000313616-23-000256.txt,0000313616-23-000256,-1.0,0.0,1.0
DHR,10-K,2024-02-21,DHR_10-K_0000313616-24-000052.txt,0000313616-24-000052,1.0,0.0,0.0
DHR,10-Q,2024-04-23,DHR_10-Q_0000313616-24-000102.txt,0000313616-24-000102,-1.0,0.0,1.0
DHR,10-Q,2024-07-23,DHR_10-Q_0000313616-24-000186.txt,0000313616-24-000186,1.0,0.0,1.0
DHR,10-K,2025-02-20,DHR_10-K_0000313616-25-000043.txt,0000313616-25-000043,0.0,1.0,0.0
DHR,10-Q,2025-04-22,DHR_10-Q_0000313616-25-000088.txt,0000313616-25-000088,0.0,0.0,0.0
DHR,10-Q,2025-07-22,DHR_10-Q_0000313616-25-000153.txt,0000313616-25-000153,1.0,1.0,1.0
DHR,10-Q,2025-10-21,DHR_10-Q_0000313616-25-000182.txt,0000313616-25-000182,0.0,-1.0,0.0
MSFT,10-Q,2016-01-28,MSFT_10-Q_0001193125-16-441821.txt,0001193125-16-441821,0.0,-1.0,0.0
MSFT,10-Q,2016-04-21,MSFT_10-Q_0001193125-16-550254.txt,0001193125-16-550254,-1.0,-1.0,-1.0
